Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
11386,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_6_13,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The nylon bag and the plastic bag are equidistant from the tube clamps
B. The angle level depth gauge ruler is closer to the impact wrench in the Workshop
C. The tube clamps are closer to the nylon bag in the Workshop
D. The wood is suspended above the angle level depth gauge ruler, making the impact wrench closer
E. The carton box is nearer to the polythene sheet in the Workshop",The nylon bag and the plastic bag are equidistant from the tube clamps,The angle level depth gauge ruler is closer to the impact wrench in the Workshop,The tube clamps are closer to the nylon bag in the Workshop,"The wood is suspended above the angle level depth gauge ruler, making the impact wrench closer",The carton box is nearer to the polythene sheet in the Workshop,1800.13,Carpenter,minnesota,Zshade
11387,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_7_1,Where is the tape measure found in relation to the wood in the Workshop?,reasoning/spatial/relationship,,"A. The tape measure is in a tool belt, hanging near the wood storage area
B. The tape measure is on the workbench, in front of the wood pile
C. The tape measure is inside a cabinet, opposite the wood storage rack
D. The tape measure is found underneath the wood.
E. The tape measure is on a pegboard, to the right of the stacked wood","The tape measure is in a tool belt, hanging near the wood storage area","The tape measure is on the workbench, in front of the wood pile","The tape measure is inside a cabinet, opposite the wood storage rack",The tape measure is found underneath the wood.,"The tape measure is on a pegboard, to the right of the stacked wood",1800.13,Carpenter,minnesota,Zshade
11388,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_7_14,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The spanner is on the floor, underneath the shelf holding the tube clamps in the Workshop.
B. The bucket is on a shelf, directly above the carton box in the Workshop.
C. The spanner is in a tool chest, to the right of the tube clamps in the Workshop.
D. The bucket is upside down, covering the carton box in the Workshop.
E. The tape measure is found underneath the wood in the Workshop.","The spanner is on the floor, underneath the shelf holding the tube clamps in the Workshop.","The bucket is on a shelf, directly above the carton box in the Workshop.","The spanner is in a tool chest, to the right of the tube clamps in the Workshop.","The bucket is upside down, covering the carton box in the Workshop.",The tape measure is found underneath the wood in the Workshop.,1800.13,Carpenter,minnesota,Zshade
11391,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_6_4,"In the Workshop, which is closer to the angle level depth gauge ruler: the impact wrench or the wood?",reasoning/spatial/proximity,,"A. The wood is suspended above the angle level depth gauge ruler, making the impact wrench closer
B. The angle level depth gauge ruler is not visible in the video, and the impact wrench is adjacent to the wood
C. The angle level depth gauge ruler is closer to the wood
D. The impact wrench and the wood are equidistant from the angle level depth gauge ruler
E. The angle level depth gauge ruler is closer to the impact wrench","The wood is suspended above the angle level depth gauge ruler, making the impact wrench closer","The angle level depth gauge ruler is not visible in the video, and the impact wrench is adjacent to the wood",The angle level depth gauge ruler is closer to the wood,The impact wrench and the wood are equidistant from the angle level depth gauge ruler,The angle level depth gauge ruler is closer to the impact wrench,1800.13,Carpenter,minnesota,Zshade
11393,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_7_15,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The bucket is behind the carton box, near the workshop's back door in the Workshop.
B. The tape measure is on the workbench, in front of the wood pile in the Workshop.
C. The bucket is next to the workbench, where the carton box is placed in the Workshop.
D. The spanner is on the wooden board, above the tube clamps in the Workshop.
E. The tape measure is in a tool belt, hanging near the wood storage area in the Workshop.","The bucket is behind the carton box, near the workshop's back door in the Workshop.","The tape measure is on the workbench, in front of the wood pile in the Workshop.","The bucket is next to the workbench, where the carton box is placed in the Workshop.","The spanner is on the wooden board, above the tube clamps in the Workshop.","The tape measure is in a tool belt, hanging near the wood storage area in the Workshop.",1800.13,Carpenter,minnesota,Zshade
11394,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_6_6,"In the Workshop, which is closer to the tube clamps: the nylon bag or the plastic bag?",reasoning/spatial/proximity,,"A. The tube clamps are closer to the nylon bag
B. The nylon bag and the plastic bag are equidistant from the tube clamps
C. The tube clamps are closer to the plastic bag
D. The tube clamps are not visible in the video, and the nylon bag is inside the plastic bag
E. The plastic bag is wrapped around the tube clamps, making the nylon bag closer",The tube clamps are closer to the nylon bag,The nylon bag and the plastic bag are equidistant from the tube clamps,The tube clamps are closer to the plastic bag,"The tube clamps are not visible in the video, and the nylon bag is inside the plastic bag","The plastic bag is wrapped around the tube clamps, making the nylon bag closer",1800.13,Carpenter,minnesota,Zshade
11396,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_6_12,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The angle level depth gauge ruler is closer to the wood in the Workshop
B. The impact wrench and the wood are equidistant from the angle level depth gauge ruler
C. The polythene sheet is draped over the carton box, making the bucket closer
D. The tube clamps are closer to the nylon bag in the Workshop
E. The carton box is nearer to the bucket in the Workshop",The angle level depth gauge ruler is closer to the wood in the Workshop,The impact wrench and the wood are equidistant from the angle level depth gauge ruler,"The polythene sheet is draped over the carton box, making the bucket closer",The tube clamps are closer to the nylon bag in the Workshop,The carton box is nearer to the bucket in the Workshop,1800.13,Carpenter,minnesota,Zshade
11397,bd7b718e-d5c1-4284-8544-504aa9df4fdf,bd7b718e-d5c1-4284-8544-504aa9df4fdf_6_5,"In the Workshop, which is nearer to the carton box: the bucket or the polythene sheet?",reasoning/spatial/proximity,,"A. The carton box is nearer to the polythene sheet
B. The polythene sheet is draped over the carton box, making the bucket closer
C. The carton box is nearer to the bucket
D. The carton box is not visible in the video, and the bucket is covered with the polythene sheet
E. The bucket and the polythene sheet are equidistant from the carton box",The carton box is nearer to the polythene sheet,"The polythene sheet is draped over the carton box, making the bucket closer",The carton box is nearer to the bucket,"The carton box is not visible in the video, and the bucket is covered with the polythene sheet",The bucket and the polythene sheet are equidistant from the carton box,1800.13,Carpenter,minnesota,Zshade
11399,cf44e74b-878f-45cb-be16-3124417c4ccd,cf44e74b-878f-45cb-be16-3124417c4ccd_7_1,Where is the wheel balancing machine placed in relation to the air pump in the Garage?,reasoning/spatial/relationship,,"A. The wheel balancing machine is placed opposite the air pump
B. The wheel balancing machine is placed adjacent to the air pump on the same wall
C. The wheel balancing machine is placed diagonally across from the air pump
D. The wheel balancing machine is placed to the immediate left of the air pump
E. The wheel balancing machine is placed directly behind the air pump",The wheel balancing machine is placed opposite the air pump,The wheel balancing machine is placed adjacent to the air pump on the same wall,The wheel balancing machine is placed diagonally across from the air pump,The wheel balancing machine is placed to the immediate left of the air pump,The wheel balancing machine is placed directly behind the air pump,2074.6,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
11401,cf44e74b-878f-45cb-be16-3124417c4ccd,cf44e74b-878f-45cb-be16-3124417c4ccd_7_20,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The trash bin is situated behind the wheel balancer, near the back wall
B. The brush is located to the immediate right of the tin of paint on the floor
C. The trash bin is situated to the right of the wheel balancer, near the garage door
D. The wheel balancing machine is placed opposite the air pump
E. The sander is found on the workbench, to the left of the bottle of oil","The trash bin is situated behind the wheel balancer, near the back wall",The brush is located to the immediate right of the tin of paint on the floor,"The trash bin is situated to the right of the wheel balancer, near the garage door",The wheel balancing machine is placed opposite the air pump,"The sander is found on the workbench, to the left of the bottle of oil",2074.6,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",cmu,GoPro Hero Black 8
